title,bookID,author,rating,ratingsCount,reviewsCount
"The Musashi Flex (Matador, #9)",20877,Steve Perry,4.23,598,24
"The Omega Cage (Matador, #4)",20876,Steve Perry,3.75,511,17
Harrah's Automobile Collection: One Man's Tribute To The Great Automobiles Of The World,20883,Dean Batchelor,0,0,0
Ferrari: The Gran Turismo & Competition Berlinettas,20881,Dean Batchelor,0,0,0
Great Book of Sports Cars,20882,Dean Batchelor,5,1,0
The Trinity Vector,20880,Steve Perry,3.52,89,1
"A Friar's Bloodfeud (Knights Templar, #20)",20891,Michael Jecks,4.08,245,16
"The Man Who Never Missed (Matador, #1)",20878,Steve Perry,4.24,1570,68
That Year of Our War,20331,Gloria Goldreich,3.77,30,6
West To Eden,20327,Gloria Goldreich,3.67,27,2
Leah's Children,20332,Gloria Goldreich,4.06,79,4
The 40 Greatest Jewish Stories Ever Told!,20329,Barbara Diamond Goldin,0,0,0
"Labor Enterprises in Israel: Volume 1, the Comparative Economy",20383,Abraham Daniel,0,0,0
"Labor Enterprises in Israel: Volume 2, the Institutional Economy",20384,Abraham Daniel,0,0,0
Lori,2441122,Gloria Goldreich,4,6,1
"Petrarch, Dante And The Troubadours: The Religion Of Love And Poetry",20986,Cassidy Hughes,0,0,0
Mothers,20330,Gloria Goldreich,4,14,2
Leah's Journey,20326,Gloria Goldreich,4.1,199,11
Aliens: Nightmare Asylum,20873,Steve Perry,3.67,966,40
Cutthroats: Terror on the High Seas: Prima's Official Strategy Guide,20894,Michael Knight,0,0,0
Steve Perry - A Singer's Journey,20871,Laura Monica Cucu,3.88,8,2
The Last Red August: A Russian Mystery,20898,Alexei Malashenko,3.5,2,0
Open Arms: The Steve Perry Anthology: 21 Classics from the Former Lead Vocalist of Journey (1978-1997),20872,Steve Perry,5,2,0
Two Leaps Across a Chasm: A Russian Mystery,20899,Nikolai Aleksandrov,2.67,6,1
Delta Force: Black Hawk Down (Prima's Official Strategy Guide),20893,Michael  Knight,4.18,11,0
The Magic Of The Tower (Knights' Kingdom),20892,Michael Anthony Steele,3,12,3
"Death Ship of Dartmouth (Knights Templar, #21)",20895,Michael Jecks,4,255,17
"Divide and Conquer (Tom Clancy's Op-Center, #7)",20866,Jeff Rovin,3.77,2484,30
"Sea of Fire (Tom Clancy's Op-Center, #10)",20868,Jeff Rovin,3.84,1134,21
"Line of Control (Tom Clancy's Op-Center, #8)",20867,Jeff Rovin,3.84,3324,26
The Seventh Wife,20903,Andrei Moscovit,4.44,9,0
The Soviet Multinational State,20900,Martha Brill Olcott,3,1,0
Everyday Islam: Religion and Tradition in Rural Central Asia: Religion and Tradition in Rural Central Asia,20901,Sergei P. Poliakov,2,1,0
May Day in Magadan,2068747,Anthony Olcott,3.48,27,1
"One is the Loneliest Number (Tom Clancy's Net Force Explorers, #3)",20869,Diane Duane,3.86,360,2
Russian Pulp: The Detektiv and the Russian Way of Crime,20904,Anthony Olcott,3.5,6,2
A Documentary History of Communism: Communism in Russia,20905,Robert V. Daniels,3.59,22,3
"Op-Centre (Tom Clancy's Op-Center, #1)",20870,Jeff Rovin,3.49,9335,139
An Omelette and a Glass of Wine,152986,Elizabeth David,4.13,973,42
Summer Rain,20459,Marguerite Duras,3.76,414,31
Sian Phillips' Needlepoint,20461,Sian Phillips,4,1,0
Bedtime Stories For Under Fives,20467,Sian Phillips,0,0,0
"Albert Camus, Marguerite Duras, and the Legacy of Mourning",20460,Michelle Beauclair,4,1,0
Lily-Josephine,20466,Kate Saunders,3.9,119,11
Farmyard Stories For Under Fives,20465,Sian Phillips,0,0,0
Across the Common,20462,Elizabeth Berridge,3.55,38,8
Kiss and Kin,20464,Angela Lambert,3.54,26,6
"Cover Her Face (Adam Dalgliesh, #1)",20468,P.D. James,3.94,25137,906
Secrets of the Heart,20396,Kahlil Gibran,4.15,374,22
"The Madman, The Prophet and other writings (Obras selectas)",20399,Kahlil Gibran,4.26,86,6
Personas Que Cambiaron LA Historia/(People Who Made a Difference): Jane Addams/Daniel Boone/Abraham Lincoln/John Muir/Florence Nightingale/Louis Pasteur,20386,David Armentrout,0,0,0
Interventions: Advances in Art and Urban Futures Volume 4,20764,Malcolm Miles,0,0,0
Abraham Divided: An Lds Perspective on the Middle East,20385,Daniel C. Peterson,3.96,54,5
Edward Lear: The Life of a Wanderer,20390,Vivien Noakes,4.21,24,3
"Khalil Gibran Reader: ""Spirits Rebellious"", ""Secrets of the Heart"", ""Tears and Laughter""",20397,Kahlil Gibran,4.05,88,3
New Hope for the Dead,20387,Charles Willeford,3.94,778,65
Sideswipe,20388,Charles Willeford,4.04,728,71
Le prophète,20398,Kahlil Gibran,4.23,166919,6433
Daisy Bates: Civil Rights Crusader from Arkansas ,20164,Grif Stockley,3.33,9,3
Tales Told To Kabbarli: Aboriginal Legends Collected By Daisy Bates.,20163,Barbara Ker Wilson,3.4,5,1
Kabbarli: A Personal Memoir of Daisy Bates,20165,Ernestine Hill,3.33,3,0
A Higher Justice (The Trials of Kit Shannon #5),20179,James Scott Bell,4.17,197,16
Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,20181,James Scott Bell,4.1,4100,392
Breach of Promise,20183,James Scott Bell,3.95,343,35
Presumed Guilty,20180,James Scott Bell,4.01,728,43
"Les Niais Amoureux: (Innocents in Love) for Clarinet in A, Violin, Cello, Piano",20663,Robert Xavier Rodríguez,0,0,0
Glimpses of Paradise,20178,James Scott Bell,3.76,264,32
Sins of the Fathers,20184,James Scott Bell,3.81,444,35
The Darwin Conspiracy,20185,James Scott Bell,3.45,62,9
Deadlock,20182,James Scott Bell,3.92,345,25
Das große Khalil Gibran Lesebuchmit seinem Bekanntesten Buch der Prophet in der Übersetzung von Georg Eduard Freiherr von Stietencron,20400,Kahlil Gibran,4,15,2
Mental Development in the Child and the Race (1895) (Thoemmes Press - Classics in Psychology),20404,James Mark Baldwin,0,0,0
The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,20408,Robert Louis Stevenson,3.97,26814,533
The Vision: Reflections on the Way of the Soul,20406,Kahlil Gibran,4.03,115,8
Louis: A Life of Robert Louis Stevenson,20409,Philip Callow,3.8,15,7
"Parking Spaces: A Design, Implementation, and Use Manual for Architects, Planners, and Engineers",20402,Mark C. Childs,3,2,0
Intelligence and Affectivity: Their Relationship During Child Development,20403,Jean Piaget,4.5,2,0
"Infanticide: Historical Perspectives on Child Murder and Concealment, 1550 2000",20405,Mark Jackson,3.75,4,0
Kahlil Gibran: A Spiritual Treasury,20407,Kahlil Gibran,4.42,1784,70
Kidnapped,20411,Robert Louis Stevenson,3.78,49139,1383
"Janet, My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray",20833,William Murray,3.48,33,7
"Perspectives of Four Women Writers on the Second World War: Gertrude Stein, Janet Flanner, Kay Boyle, and Rebecca West",20834,Zofia P. Lesinska,0,0,0
The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,20668,Robert M. Sapolsky,4.11,967,74
Monkeyluv: And Other Essays on Our Lives as Animals,20671,Robert M. Sapolsky,4.14,1013,106
"Stress, The Aging Brain, And The Mechanisms Of Neuron Death",20669,Robert M. Sapolsky,4.11,19,1
A Primate's Memoir,20667,Robert M. Sapolsky,4.33,4456,544
Psycholgy: A Concise Introduction & Why Zebras Don't Get Ulcers,20670,Richard A. Griggs,3,1,0
"Stephen Deutch, Photographer: From Paris to Chicago 1932-1989",20682,Stephen Deutch,0,0,0
"Novels, 1881-1886: Washington Square / The Portrait of a Lady / The Bostonians",20673,Henry James,4.13,117,10
"Why Zebras Don't Get Ulcers: An Updated Guide To Stress, Stress-Related Diseases, and Coping",20666,Robert M. Sapolsky,4.14,5290,466
The Figure In The Carpet,20674,Henry James,3.39,747,62
Why Zebra's Don't Get Ulcers,20672,Robert M. Sapolsky,4.14,5290,466
Studying History: How and Why,20908,Robert V. Daniels,3,4,0
The Alphabet Atlas,20964,Arthur Yorinks,3.83,18,4
"Oh, Brother",20963,Arthur Yorinks,3.25,20,6
Maurice Sendak's Seven Little Monsters: What Time is It? - Book #4,20962,Arthur Yorinks,2.75,4,1
Soviet Communism from Reform to Collapse,20907,Robert V. Daniels,3,4,0
A Documentary History of Communism,20906,Robert V. Daniels,4,3,0
Harry and Lulu,20965,Arthur Yorinks,3.6,35,6
Louis the Fish,20959,Arthur Yorinks,3.59,99,19
Quack! Written in the International Language of Ducks!,20960,Arthur Yorinks,3.21,38,6
Whitefish Will Rides Again!,20961,Arthur Yorinks,3.79,29,7
Magic Pencil: Children's Book Illustration Today,20426,Quentin Blake,4.42,19,2
A Near Thing for Captain Najork (Captain Najork #2),20429,Russell Hoban,4.26,78,12
Drawing for the Artistically Undiscovered,20428,Quentin Blake,4.42,119,11
Zagazoo,20427,Quentin Blake,4.25,175,33
"From Design Policy To Design Quality: The Treatment Of Design In Community Strategies, Local Development Frameworks And Action Plans",20432,Matthew Carmona,4,1,0
Consciousness and Culture: Emerson and Thoreau Reviewed,20435,Joel Porte,3.78,9,3
New Essays on 'The Portrait of a Lady',20434,Joel Porte,2,1,0
Quentin Blake's ABC,20430,Quentin Blake,3.88,41,8
"Delivering New Homes: Planning, Processes and Providers",20433,Matthew Carmona,5,2,0
The Quentin Blake Book of Nonsense Stories,20431,Quentin Blake,4.11,9,1
The Muse In The Bottle: Great Writers on the Joy of Drinking,20512,Charles A. Coulombe,3.33,3,0
Rum: The Epic Story of the Drink That Conquered the World,20513,Charles A. Coulombe,3.63,65,11
Kill the Messenger: How the CIA's Crack-Cocaine Controversy Destroyed Journalist Gary Webb,20508,Nick Schou,3.67,307,38
Four Nights in Knaresborough,20510,Paul Webb,4.33,3,0
Four Knights in Knaresborough,20511,Paul Corcoran,4.33,3,0
The Changing Status of the Artist,20509,Emma Barker,4.38,8,0
Everyman Today Call Rome/Includes Study Guide,20514,Charles A. Coulombe,4.8,5,2
Vicars of Christ: A History of the Popes,20517,Charles A. Coulombe,4,32,2
Haunted Castles of the World: Ghostly Legends and Phenomena from Keeps and Fortresses Around the Globe,20516,Charles A. Coulombe,3.69,13,2
Classic Horror Stories: Sixteen Legendary Stories of the Supernatural,20515,Charles A. Coulombe,3.77,13,3
The Ordeal of Richard Feverel,20708,George Meredith,3.52,189,12
"The Goon Show: ""And There's More Where That Came From!""",20683,Eric Sykes,0,0,0
"W. H. Auden, 1907-1973: An Exhibition of Manuscripts, Books, and Photographs Selected from the Henry W. and Albert A. Berg Collection of English and American Literature",20709,Edward Mendelson,0,0,0
People of the Promise Set,20711,James R. Shott,0,0,0
"Please Let Me Know You, God: How to Restore a True Image of God and Experience His Love Again",20685,Larry Stephens,4.5,2,1
Bathsheba,20710,James R. Shott,2.67,3,0
Schaum's Outline of Beginning Statistics,20684,Larry J. Stephens,3.86,7,2
Later Auden,20706,Edward Mendelson,4.36,28,2
Collected Poems [Of] W. H. Auden,20705,W.H. Auden,4.26,5363,73
Selected Poems,20704,W.H. Auden,4.19,6065,101
Tomatoes from Mars,20966,Arthur Yorinks,3.69,75,26
Inspiration: Your Ultimate Calling,20968,Wayne W. Dyer,4.24,5592,139
The Wayne W. Dyer CD Audio Collection,20969,Wayne W. Dyer,4.53,325,15
Frank & Joey Go to Work,20967,Arthur Yorinks,3.67,3,0
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,20971,Wayne W. Dyer,3.96,285,11
Getting in the Gap,20970,Wayne W. Dyer,4.05,1089,53
There's a Spiritual Solution to Every Problem,20972,Wayne W. Dyer,4.26,5082,136
Unstoppable Me!: 10 Ways to Soar Through Life,20976,Wayne W. Dyer,4.39,342,30
What Do You Really Want for Your Children?,20977,Wayne W. Dyer,4.28,229,24
Dark Transformations: Deadly Visions of Change,20979,Michael R. Collings,5,1,0
Sex In Art: Pornography And Pleasure In Painting And Sculpture,20992,Cassidy Hughes,0,0,0
"Rilke: Space, Essence And Angels In The Poetry Of Rainer Maria Rilke",20994,Cassidy Hughes,0,0,0
Reflections on the Fantastic: Selected Essays from the Fourth International Conference on the Fantastic in the Arts,20982,Michael R. Collings,4.67,3,0
"Sex, Death, Glitter, Gore, And Lots Of Money: Jackie Collins And The Blockbuster Novel",20991,Cassidy Hughes,4,2,0
Sex-Magic-Poetry-Cornwall: A Flood of Poems,7112776,Peter Redgrove,0,0,0
The Films of Stephen King (Starmont Studies in Literary Criticism),20981,Michael R. Collings,4.43,7,0
The New Terrorism - Threat & Response,20985,W Laqueur,3.65,51,0
The Stephen King Concordance,20984,Michael R. Collings,4.67,6,0
Horror Plum'd: International Stephen King Bibliography & Guide 1960-2000 - Trade Edition,20980,Michael R. Collings,4.53,15,0
Piers Anthony,20983,Michael R. Collings,4.05,20,0
Concise Art of Seduction,20999,Robert Greene,3.88,201,15
The Outsiders : A Unit Plan (Litplans on CD),20011,Mary B. Collins,4.5,2,0
Manikata Church - Richard England,20010,Chris Abel,0,0,0
The Pearl : A Unit Plan (Litplans on CD),20012,Mary B. Collins,3,2,0
"Dr. Robert Greene's Perfect Balance: Look Younger, Stay Sexy, and Feel Great",20998,Robert A. Greene,2.6,5,0
The Plays & Poems of Robert Greene: Volume 1,21000,Robert  Greene,4.14,7,1
The 33 Strategies of War,20997,Robert Greene,4.3,6795,316
Las 48 Leyes del Poder,20996,Robert Greene,4.18,41577,2250
The Art of Seduction,20995,Robert Greene,4.06,11795,743
You Look Nice Today: A Novel,20520,Stanley Bing,2.88,101,15
"The Big Bing: Black Holes of Time Management, Gaseous Executive Bodies, Exploding Careers, and Other Theories on the Origins of the Business Universe",20518,Stanley Bing,3,45,10
Lloyd: What Happened,20522,Stanley Bing,3.73,74,7
"Rome, Inc.: The Rise and Fall of the First Multinational Corporation",20521,Stanley Bing,3.41,197,25
What Would Machiavelli Do?: The Ends Justify the Meanness,20519,Stanley Bing,3.47,525,71
The Bill James Handbook,20524,Bill James,4.08,257,17
"Crazy Bosses: Spotting Them, Serving Them, Surviving Them",20523,Stanley Bing,3.32,124,14
Le ravissement de Lol V. Stein,20422,Marguerite Duras,3.7,2298,157
India Song,20423,Marguerite Duras,3.65,276,8
Clown,20424,Quentin Blake,4.01,344,44
"The Spiral Stair (Arabel and Mortimer, #6)",20425,Joan Aiken,4.46,28,4
Emerson in His Journals,20438,Ralph Waldo Emerson,4.3,23,1
Emerson: Prospect and Retrospect,20436,Joel Porte,4.25,4,0
"The Romance In America: Studies In Cooper, Poe, Hawthrone, Melville, And James",20437,Joel Porte,4.5,2,0
Interaction Ritual - Essays on Face-to-Face Behavior,20741,Erving Goffman,4.06,278,6
Emerson And Thoreau: ,20439,Joel Porte,3.78,9,3
Erving Goffman,20740,Gregory W.H. Smith,3.75,4,0
Revolt in 2100/Methuselah's Children,20416,Robert A. Heinlein,3.96,3144,22
Practicalities,20420,Marguerite Duras,4,293,23
The North China Lover,20418,Marguerite Duras,3.93,1728,121
Have Space Suit—Will Travel,20417,Robert A. Heinlein,3.88,22017,769
Narrating Scotland: The Imagination of Robert Louis Stevenson,20415,Barry Menikoff,4,1,0
Erving Goffman and Modern Sociology,20742,Philip Manning,4,3,0
The Short Stories Of Robert Louis Stevenson.,20412,Robert Louis Stevenson,4.12,146,23
A Child's Garden of Verses,20413,Robert Louis Stevenson,4.3,21791,488
"The Bill Slider Omnibus (Bill Slider, #1-3)",20017,Cynthia Harrod-Eagles,4.36,39,4
Hound of the Baskervilles : A Unit Plan (Litplans on CD),20015,Mary B. Collins,5,1,0
Anne Frank Diary of a Young Girl : A Unit Plan (Litplans on CD),20014,Mary B. Collins,4.67,3,0
Animal Farma Unit Plan Based On The Book By George Orwell,20013,Mary B. Collins,3.5,2,0
The Life Of Robert Louis Stevenson,20414,Graham Balfour,4.5,2,0
Religiously Scientific,20762,Malcolm Miles Easler,0,0,0
The Uses of Decoration: Essays in the Architectural Everyday,20760,Malcolm Miles,0,0,0
Consuming Cities,20763,Malcolm Miles,3.63,8,1
That's Fresh!: Seasonal Recipes for Young Cooks,20768,Braiden Rex-Johnson,0,0,0
Inside the Pike Place Market: Exploring America's Favorite Farmer's Market,20769,Braiden Rex-Johnson,4.5,4,0
Cities & Cultures,20761,Malcolm Miles,3.33,3,1
The City Cultures Reader,20759,Malcolm Miles,4.2,10,0
The Sea,20097,John Banville,3.49,19217,1909
"The Mark of the Crown (Star Wars: Jedi Apprentice, #4)",20086,Jude Watson,3.73,2092,60
Portable User Interface Programming in C++,20092,Mark   Watson,0,0,0
Royal Families Worldwide,20088,Mark  Watson,4.33,3,1
Sea Logistics: Keeping the Navy Ready Aye Ready,20090,Mark W. Watson,0,0,0
C++ Power Paradigms,20093,Mark   Watson,0,0,0
Intelligent Java Applications for the Internet and Intranets [With CDROM],20089,Mark   Watson,4,2,0
Reality Is The Bug That Bit Me In The Galapagos: Trips In The Americas,20094,Charlotte DuCann,3.75,4,0
"The Social Work Portfolio: Planning, Assessing, and Documenting Lifelong Learning in a Dynamic Profession",20085,Barry R. Cournoyer,4.33,3,0
Java Programming 10-Minute Solutions,20087,Mark   Watson,3.33,3,0
Cliffs Notes on Camus' The Plague,20441,Gary K. Carey,3.25,4,2
Craniosacral Therapy,20447,John E. Upledger,4,88,5
The Great Gatsby : A Unit Plan (Litplans on CD),20016,Mary B. Collins,0,0,0
Lost Films,20446,Gary Carey,3.67,3,1
Cliffs Notes on Lewis' Babbitt,20443,Gary K. Carey,4,2,1
Representative Man: Ralph Waldo Emerson in His Time,20440,Joel Porte,4,2,0
Lessons Out of School: From Detroit Gangs to New Healing Paradigms - Life Stories of Dr. John E. Upledger,20448,John E. Upledger,3.67,6,3
All The Stars In Heaven: Louis B. Mayer's M G M,20444,Gary Carey,3.83,6,0
Katharine Hepburn: A Hollywood Yankee,20445,Gary Carey,3.43,14,1
CliffsNotes on Steinbeck's Grapes of Wrath,20442,James Lamar Roberts,3.13,8,0
"United Methodist Questions, United Methodist Answers: Exploring Christian Faith",20456,F. Belton Joyner Jr.,3.83,23,2
A Brain Is Born: Exploring the Birth and Development of the Central Nervous System,20452,John E. Upledger,4.6,10,0
Lessons Out of School: The Autobiography of Dr. John E. Upledger,20450,John E. Upledger,0,0,0
Gregory Corso: Doubting Thomist,20470,Kirby Olson,4.8,5,1
Temping,20469,Kirby Olson,3.31,13,0
Working Wonders: Changing Lives with CranioSacral Therapy,20449,John E. Upledger,3.83,6,0
Marguerite Duras: A Life,20458,Laure Adler,3.86,108,5
You Can All Prophesy,20558,Dennis Cramer,4.43,7,1
Being Methodist in the Bible Belt,20457,F. Belton Joyner Jr.,3.69,35,12
"Embryos, Galaxies, and Sentient Beings: How the Universe Makes Life",20453,Richard Grossinger,3.67,6,0
Place of Immunity,20116,Francis Frangipane,4.37,19,1
Rocks in My Socks and Rainbows Too,20095,Lavelle Carlson,0,0,0
Computer Party/Book and Disk,20101,Debra Schepp,5,2,1
"Computer Club!: Includes the Editor, Animated Memory, Strudle, Instant Recall..",20100,Windcrest,5,1,0
"Mac Club!: Includes Memocards Light, Kid Pix, Brickles Plus, Hangman Plus..",20103,Windcrest,5,1,0
Alice in Wonderland (Cliffs Notes),20526,Carl Senna,3.33,6,2
Kidnet: The Kid's Guide to Surfing Through Cyberspace,20104,Debra Schepp,5,2,0
How eBay® Really Works,20099,Brad Schepp,4,5,1
"Mac Party!: Includes Natalia's Dots, Pippinpuss, Inigo Gets Out, Kid Pix, Timmy The..",20102,Windcrest,5,1,0
Mefisto,20096,John Banville,3.68,400,40
Prague Pictures (The writer and the city),20098,John Banville,3.65,230,37
The Gomperz Family,20485,David Kaufmann,0,0,0
Die Sinne,20482,David Kaufmann,0,0,0
Best Designed Hotels in North and South America: Fascinating Top Houses and Resorts for Aesthetes,20480,Martin Nicholas Kunz,0,0,0
Gedenkbuch Zur Erinnerung An David Kaufmann,20478,M. Brann,0,0,0
George Eliot and Judaism: An Attempt to Appreciate Daniel Deronda,20487,David Kaufmann,3,1,0
Gesammelte Schriften,20486,David Kaufmann,0,0,0
The Business of Common Life: Novels and Classical Economics Between Revolution and Reform,20481,David Kaufmann,0,0,0
Andrei Codrescu and the Myth of America,20471,Kirby Olson,4.33,3,0
Data Model Patterns: A Metadata Map,20479,David C. Hay,3.95,21,1
Le Sable Et L'écume:  Livre D'aphorismes,20477,Kahlil Gibran,4.09,4364,453
Once Upon a Dream-- The Vietnamese-American Experience,20490,San Jose Mercury News,0,0,0
Novel Laser Sources and Applications,20492,Joseph F. Becker,0,0,0
Materials Degradation and Its Control by Surface Engineering (2nd Edition),20493,Andrew W. Batchelor,0,0,0
57 Good Things About Chemotherapy,20488,Alec Kalla,4,2,0
Elegance and Radiance: Grandeur in Qing Glass,20491,Chinese University of Hong Kong,0,0,0
Eyewitness Travel Phrase Book: European (14 languages),20494,Jonathan  Metcalf,4,1,1
Velvet,20489,Alec Kalla,2.2,5,2
"Five Language Visual Dictionary English, French, German, Spanish and Italian",4066885,Jonathan Metcalf,4.25,8,0
Othniel,20712,James R. Shott,4,2,1
Story of Philosophy,20497,Bryan Magee,4.12,705,67
France (Independent Traveller's Guides),20212,Emma Stanford,0,0,0
Sacred Bonds of Solidarity: The Rise of Jewish Internationalism in Nineteenth-Century France,20207,Lisa Moses Leff,5,1,0
France Trip Planner & Guide,20210,Emma Stanford,0,0,0
"Mary, the mother of Jesus",20209,Frances Stanford,0,0,0
France: The Versatile Guide,20211,Emma Stanford,0,0,0
Joy Within,20117,Joan Goldstein,4.33,6,3
The Harbrace Anthology Of Poetry,20205,Jon C. Stott,3.56,9,2
Harnessing the Holocaust: The Politics of Memory in France,20208,Joan B. Wolf,4,6,1
Essential Practice of Surgery: Basic Science and Clinical Evidence,20215,Jeffrey A. Norton,4,1,0
The Harbrace Anthology of Literature - Second Edition,20206,Jon C. Stott,3.7,10,0
Meet Abraham Lincoln,20551,Barbara Cary,3.93,73,11
"Speeches and Writings, 1832-1858",20549,Abraham Lincoln,4.35,980,16
William James: In the Maelstrom of American Modernism,20525,Robert D. Richardson Jr.,4.24,342,45
Mr. Lincoln's T-Mails: The Untold Story of How Abraham Lincoln Used the Telegraph to Win the Civil War,20550,Tom Wheeler,3.98,166,25
Fallacy of IQ,20527,Carl Senna,4,1,1
Colin Powell: A Man of War and Peace,20529,Carl Senna,3,1,0
The Black Press and the Struggle for Civil Rights,20528,Carl Senna,3.5,2,1
Cliffs Notes on Wright's Black Boy,20531,Carl Senna,3.75,4,1
CliffsNotes on Shakespeare's Sonnets (Cliffsnotes Literature Guides),20530,Carl Senna,3,6,2
Selected Speeches and Writings,20552,Abraham Lincoln,4.2,194,19
Alan Bennett at the BBC,20579,Alan Bennett,4.7,10,1
The History Boys: The Film,20578,Alan Bennett,4.4,102,13
Abraham Lincoln: The Man Behind the Myths,20555,Stephen B. Oates,3.83,179,20
Abraham Lincoln and the Second American Revolution,20554,James M. McPherson,4.12,874,35
The Master's Call,20557,Dennis Cramer,3.5,4,0
Personal Traits of Abraham Lincoln,20553,Helen Nicolay,3.67,6,2
Backing into the Limelight: The Biography of Alan Bennett,20581,Alexander Games,2.67,3,0
Breaking Christian Curses: Finding Freedom from Destructive Prayers,20556,Dennis Cramer,4.06,16,1
Winnie the Pooh and the House At Pooh Corner (BBC Radio Presents),20580,A.A. Milne,4.46,438,24
Untold Stories,20573,Alan Bennett,4.11,1300,109
"Dear Departed (Bill Slider, #10)",20018,Cynthia Harrod-Eagles,3.92,265,31
"The Flood-Tide (Morland Dynasty, #9)",20022,Cynthia Harrod-Eagles,4.22,305,7
"The White Road (Morland Dynasty, #28)",20023,Cynthia Harrod-Eagles,4.26,188,5
Killing Time,20019,Cynthia Harrod-Eagles,3.97,192,11
"The Tangled Thread (Morland Dynasty, #10)",20021,Cynthia Harrod-Eagles,4.32,293,7
"Death Watch (Bill Slider, #2)",20020,Cynthia Harrod-Eagles,3.87,241,28
Death Rode a White Horse,20027,Luther Butler,5,1,1
The Mysterious Valley,20028,Luther Butler,5,1,1
"The Maiden (The Morland Dynasty, #8)",20024,Cynthia Harrod-Eagles,4.26,317,10
"The Emperor (The Morland Dynasty, #11)",20026,Cynthia Harrod-Eagles,4.26,250,6
"The Oak Apple (Morland Dynasty, #4)",20025,Cynthia Harrod-Eagles,4.17,442,19
"I Knew a Man Who Had 6 Sons and Squash Blossom, Book 5 ('la Plata County Series)",20029,Luther Butler,4.5,2,2
A Young Mind in a Growing Brain,20050,Jerome Kagan,0,0,0
"Surprise, Uncertainty, and Mental Structures",20053,Jerome Kagan,4,2,1
"Unstable Ideas: Temperament, Cognition, and Self",20052,Jerome Kagan,4,5,0
The Nature of the Child,20051,Jerome Kagan,3.6,10,1
John Cleese: And Now For Something Completely Different,20583,Robert Gore-Langton,3.05,22,0
Families and How to Survive Them,20582,Robin Skynner,3.97,633,54
Susan Irvine's Rose Gardens,20588,Susan Irvine,4,2,0
Encyclopedia of British Humorists,20585,Steven H. Gale,3.5,2,0
David Smith: To and From the Figure,20629,David  Smith,5,1,1
American Country Furniture: Projects from the Workshops of David T. Smith,20627,David T. Smith,4.63,8,1
Why We Lie: The Evolutionary Roots of Deception and the Unconscious Mind,20628,David Livingstone Smith,3.66,167,22
Life and How to Survive It,20586,Robin Skynner,4.09,256,20
Life And How To Survive It,20587,Robin Skynner,4.09,256,20
The Fields of David Smith,20630,Candida Smith,4.5,4,1
Death of a Rolling Stone: The Brian Jones Story,20635,Mandy Aftel,3.63,30,4
After The Wall: History Teaching In Europe Since 1989,20636,Mandy Aftel,0,0,0
"When Talk Is Not Cheap: Or, How to Find the Right Therapist When You Don't Know Where to Begin",20632,Mandy Aftel,5,1,0
Penny & Drew's Penciltips:  Transportation,20638,Laura Sebastiani,0,0,0
Edmonton Oilers / Terry Jones (NHL Today),20650,Terry   Jones,3,2,0
"Abstracts of Strafford County, New Hampshire, Inferior Court Records 1773-1778",20637,Laura Penny Hulslander,0,0,0
Terry Jones' Fantastic Stories,20649,Terry Jones,3.91,74,4
Aroma: The Magic of Essential Oils in Foods and Fragrance,20633,Mandy Aftel,3.95,37,2
The Story of Your Life: Becoming the Author of Your Experience,20631,Mandy Aftel,4.08,13,0
Fashion,20653,Cathy Newman,4.57,14,1
Pequeña historia del perfume: la alquimia de las esencias,20634,Mandy Aftel,4.05,464,40
Women Photographers at National Geographic,20656,Cathy Newman,4.22,68,8
Blind Huber,20658,Nick Flynn,3.97,453,40
Some Ether,20657,Nick Flynn,4.15,1473,73
Young Runaways: Findings From Britain's First Safe House,20655,Cathy Newman,0,0,0
Pinata: For Orchestra,20664,Robert Xavier Rodríguez,0,0,0
Gambits: Six Chess Pieces for Horn and Piano,20662,Robert Xavier Rodríguez,0,0,0
A Note Slipped Under the Door: Teaching from Poems We Love,20661,Nick Flynn,4.13,55,6
Tin House: Evil (Volume 8 no. 3),20660,Chris Adrian,3.87,30,1
Crazy Woman,20055,Kate Horsley,3.36,76,8
Introduction To Prisons And Imprisonment,20659,Nick  Flynn,0,0,0
Psychology: An Introduction,20054,Jerome Kagan,2.86,7,0
Careless Love: Or the Land of Promise,20057,Kate Horsley,3.25,4,0
A Killing in New Town,20056,Kate Horlsey,3.57,23,4
Infosurfing Through Net,20838,David Alexander,0,0,0
Il Lamento Di Tristano: For Flute and Guitar (Score and Parts),20665,Robert Xavier Rodríguez,0,0,0
The Changeling of Finnistuath: A Novel,20058,Kate Horsley,3.53,364,51
Confessions of a Pagan Nun,20059,Kate Horsley,3.86,1659,246
How to Sell Anything on Yahoo!...and Make a Fortune!: Build and Run a Successful Online Business with Yahoo! Shopping,20062,Skip McGrath,5,1,1
Black Elk in Paris,20060,Kate Horsley,3.28,80,12
Three Weeks to eBay Profits: Go from Beginner to Successful Seller in Less than a Month,20061,Skip McGrath,3.42,31,4
