title,bookID,author,rating,ratingsCount,reviewsCount
"Unauthorized Harry Potter Book Seven News: ""Half-Blood Prince"" Analysis and Speculation",9,W. Frederick Zimmerman,3.73,22,1
"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",8,J.K. Rowling,4.77,34107,156
Harry Potter and the Sorcerer's Stone,3,J.K. Rowling,4.44,4911929,77741
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",1,J.K. Rowling,4.54,1810404,28053
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",2,J.K. Rowling,4.47,1862749,29308
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4,J.K. Rowling,4.38,1936698,35055
"The Harry Potter Collection (Harry Potter, #1-6)",7,J.K. Rowling,4.73,26702,909
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,J.K. Rowling,4.53,2000827,37005
Charlie Oink (Easy Peasy People),8053,Roger Hargreaves,4.33,3,0
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",6,J.K. Rowling,4.53,1897821,31817
"My Country Right or Left: 1940-1943 (The Collected Essays, Journalism & Letters, Vol. 2)",9643,George Orwell,4.3,445,24
Why I Write,9644,George Orwell,4.04,5428,479
Bella Tuscany & Under the Tuscan Sun (2 Book Set),7209,Frances Mayes,3.81,429,21
Selected Poems of Herman Melville,3732,Herman Melville,3.9,40,4
The Senator and the Socialite: The True Story of America's First Black Dynasty,3404,Lawrence Otis Graham,3.92,154,34
Great Short Works of Herman Melville,3731,Herman Melville,4.05,463,19
Vance Packard & American Social Criticism,3729,Daniel Horowitz,3,1,0
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,7214,Donald Miller,3.92,83897,3598
"Redburn, White-Jacket, Moby-Dick",3733,Herman Melville,4.18,942,68
The Hidden Persuaders,3730,Vance Packard,3.91,763,58
Moon Metro Paris,7063,Avalon Travel,3.33,3,0
Morality For Beautiful Girls (No. 1 Ladies' Detective Agency),7056,Alexander McCall Smith,3.97,32747,1544
"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",7059,Alexander McCall Smith,3.97,32747,1544
"My Days Are Swifter Than A Weaver's Shuttle: [Richard Ryley's Diary, 1862",5669,Richard Ryley,0,0,0
"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",7061,Alexander McCall Smith,3.75,191137,9471
"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",7058,Alexander McCall Smith,4.06,20396,1082
Paris to the Moon,7062,Adam Gopnik,3.76,11702,962
"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",7057,Alexander McCall Smith,4.07,22518,1008
"The Belly of Paris (Les Rougon-Macquart, #3)",7064,Émile Zola,3.9,3016,243
Underneath a Harlem Moon: The Harlem to Paris Years of Adelaide Hall,7065,Iain Cameron Williams,4.67,3,0
sliding home,514,Ray Holan,5,1,1
Sliding for Home,513,Frank Moher,1,1,1
"Harry Potter Collection (Harry Potter, #1-6)",10,J.K. Rowling,4.73,26702,909
Walt Disney's Uncle Scrooge: Hawaiian Hideaway (Gladstone Comic Album Series No. 11),5313,Carl Barks,4,16,0
The Last Christmas of Ebenezer Scrooge,5314,Marvin Kaye,4,14,2
How to Cook Everything: Holiday Cooking,2606,Mark Bittman,3.53,15,0
How to Cook Everything: Easy Weekend Cooking,2605,Mark Bittman,3.59,17,1
"Walt Disney's Uncle Scrooge & Donald Duck: The Sunken City (Gladstone Giant Comic Album Series, #2)",5312,Carl Barks,4.41,39,1
Programming Ruby: The Pragmatic Programmers' Guide,515,Dave Thomas,4.06,1713,73
The Financial Wisdom of Ebenezer Scrooge: Transforming Your Relationship with Money,5311,Ted Klontz,3.53,60,10
Aleph Isn't Tough: An Introduction to Hebrew for Adults (Book 1),5785,Linda Motzkin,4.31,74,4
The Compact Rock Guitar Chord Reference,741,Len Vogler,0,0,0
Jazz Guitar Chord Melodies,742,Towey Dan,3,1,0
The Davinci Cult,6377,Peter C. Spencer,3.75,4,0
The Advanced Guitar Case Chord Book: Compact Reference Library,744,Askold Buk,3.33,3,0
The Guitar Three-Chord Songbook: Play 50 Rock Hits with Only 3 Easy Chords,743,Songbook,3.5,8,0
The Beatles Guitar Chord Songbook: A-I (Guitar Chord Songbooks),740,The Beatles,4.25,8,0
"The Mystery of the Aleph: Mathematics, the Kabbalah, and the Search for Infinity",5786,Amir D. Aczel,3.85,585,44
"Ordinary Work, Extraordinary Grace: My Spiritual Journey in Opus Dei",6376,Scott Hahn,4.28,318,23
Personal Finance For Dummie$ For Canadians,3608,Eric Tyson,3.76,62,8
The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader,611,Rich Mintzer,0,0,0
Grand Theft Auto: Vice City Stories Official Strategy Guide,610,Brady Games,4.43,14,0
On Moral Character: A Practical Guide to Aristotle's Virtues and Vices,613,Jody Palmour,0,0,0
Decadent health: A survival guide for elegant people with vice,614,Mark David Baer,0,0,0
Grand Theft Auto: Vice City Official Strategy Guide (Bradygames Signature Guides),608,Tim Bogenn,4.1,42,1
Grand Theft Auto: Vice City Official Strategy Guide for PC,609,Tim Bogenn,4.1,42,1
"An ABC of Vice: An Insatiable Women's Guide, Alphabetized",612,Nicole Hollander,4.6,10,2
Corporate Vices: What's Gone Wrong with Business?,607,Charles Cohen,2.67,3,0
The Grand Inquisitor: with related chapters from The Brothers Karamazov,7119,Fyodor Dostoyevsky,4.35,3678,161
The Karamazov Brothers,7118,Fyodor Dostoyevsky,4.31,180347,7828
All Clear at Midnight: A Children's Christmas Program,9470,Cynthia E. Cowen,0,0,0
Haunted Houses,9469,Pamela Rushby,0,0,0
Children of the Midnight Sun: Young Native Voices of Alaska,9472,Tricia  Brown,4.15,13,2
The Secret Adventures of Sherlock Holmes,3591,Paul E. Heusinger,0,0,0
"Self, Nation, Text in Salman Rushdie's ""Midnight's Children""",9468,Neil Ten Kortenaar,4,5,1
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,9464,Christopher Biffle,4.22,9,2
The Midnight Children (Triple Play: Haunted Houses 3),9467,Pamela Rushby,3.5,2,1
Republic: The Theatre of the Mind,9465,Plato,3.91,125289,2331
"The Midnight Mystery (The Boxcar Children, #95)",9479,Gertrude Chandler Warner,3.92,286,8
Salman Rushdie's Midnight's Children: A Reader's Guide,9466,Norbert Schürer,3.78,23,2
Things a Woman Should Know About Beauty,7031,Karen Homer,3.63,16,2
I Wish I Had Known That!: World's Greatest Money & Time Saving Baby Secrets Revealed!,70,Nicole Rae Painter,3.5,2,0
"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",7035,Alexander McCall Smith,3.97,32747,1544
The No. 1 Ladies' Detective Agency Set: The No. 1 Ladies' Detective Agency/Tears of the Giraffe/Morality for Beautiful Girls/The Kalahari Typing School For Men/The Full Cupboard of Life,7032,Alexander McCall Smith,4.25,735,86
"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",7036,Alexander McCall Smith,3.99,30675,1301
The Known World,69,Edward P. Jones,3.82,29737,2866
"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",7033,Alexander McCall Smith,4.07,22518,1008
Odyssey,1388,Homer,3.73,718023,8252
"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",7037,Alexander McCall Smith,4.07,22518,1008
"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",7034,Alexander McCall Smith,4.07,22518,1008
Developmental Psychology,1200,Florence Laura Goodenough,0,0,0
Developmental Psychology,1201,Florence Laura Goodenough,0,0,0
Semi-Homemade: Cooking 2,1199,Sandra Lee,3.56,112,7
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,1197,Tyler Florence,4.06,1189,15
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,1196,Tyler Florence,4.12,3206,35
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,1204,Steven D. Levitt,3.93,552814,13793
"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",1202,Steven D. Levitt,3.93,552810,13793
Freakonomics: A Rogue Economist Explores The Hidden Side Of Everything,1203,Steven D. Levitt,3.93,552814,13793
Zadie Smith's White Teeth: A Reader's Guide,3712,Claire Squires,3.87,38,2
Eat This Book: Cooking with Global Fresh Flavors,1198,Tyler Florence,3.87,216,16
"A People and a Nation: A History of the United States, Dolphin Edition - Complete",2775,Thomas G. Paterson,3.33,3,0
A Transmissão Do Conhecimento E O Ensino Noturno,5620,M. Bernadete Santa Cecília Caporalini,0,0,0
Graphic Design: A History,2777,Alain Weill,3.95,39,5
A People and a Nation: A History of the United States,2773,Mary Beth Norton,3.47,98,8
Immigrant Acts: On Asian American Cultural Politics,2781,Lisa Lowe,3.94,189,8
Graphic Design: A Concise History (World of Art),2778,Richard Hollis,3.99,555,8
Graphic Design in America: A Visual Language History,2780,Mildred Friedman,4.6,5,0
History of Graphic Design--Instructor's Manual,2779,Philip B. Meggs,4.14,1919,53
Meggs' History of Graphic Design,2776,Philip B. Meggs,4.14,1919,53
Easy Indian Cooking,6847,Suneeta Vaswani,3.44,18,2
Anne of Green Gables My First Classics,8135,Laura F. Marsh,4.27,11,0
"Murder at Ford's Theatre (Capital Crimes, #19)",2292,Margaret Truman,3.7,635,74
A Tangled Web,8136,L.M. Montgomery,3.89,3593,233
"Other Voices, Other Rooms",2287,Truman Capote,3.82,10357,682
"Murder at Union Station (Capital Crimes, #20)",2293,Margaret Truman,3.56,527,60
The Life and Teachings of the Prophet Joseph,2291,Truman G. Madsen,4.61,212,15
"Murder at The Washington Tribune (Capital Crimes, #21) ",2290,Margaret Truman,3.55,604,77
In Cold Blood,2289,Truman Capote,4.05,407017,11932
Answered Prayers - The Unfinished Novel,2288,Truman Capote,3.49,2789,214
Holiday Romance and Other Writings for Children,5661,Charles Dickens,3.41,133,19
Wild Grass,9733,Long Zhou,0,0,0
"Ender's Game Boxed Set: Ender's Game, Ender's Shadow, Shadow of the Hegemon",9735,Orson Scott Card,4.48,1768,59
Andrew Carnegie,5486,David Nasaw,3.93,1963,179
Carnegie,5487,Peter Krass,4.01,200,19
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),5488,Naguib Mahfouz,4.45,3066,234
"Beyond Ender's Game: Speaker for the Dead, Xenocide, Children of the Mind (Ender's Saga, #2-4)",9736,Orson Scott Card,4.21,1818,87
"Speaker for the Dead (Ender's Saga, #2)",9739,Orson Scott Card,4.04,184626,6665
"Ender's Game (Ender's Saga, #1)",9734,Orson Scott Card,4.3,884481,38381
"Ender's Shadow (Shadow Series, #1)",9738,Orson Scott Card,4.3,127050,4643
"Ender's Game (Ender's Saga, #1)",9737,Orson Scott Card,4.3,884488,38381
New Technology in Language Learning: Proceedings of the 1989 Man and the Media Symposium,2757,Graham Davies,0,0,0
"Hypercapitalism: New Media, Language, and Social Perceptions of Value",2758,Phil Graham,4,1,0
The New Media Challenge,2759,N. E Trowbridge,0,0,0
A Break in Your Cycle,8328,Theresa Cheung,4,2,0
The Language of New Media Design: Theory and Practice,2760,Radan Martinec,3.5,2,0
New Media Language,2756,Jean Aitchison,3,2,0
Worry: The Root of All Evil,8327,Theresa Cheung,5,1,0
Amazing You: Face & Hand Reading: Discover Their Secret Meanings!,8326,Theresa Cheung,3.67,6,3
Spitting Feathers,6365,Kelly Harte,3.21,76,12
V.,410,Thomas Pynchon,3.97,16233,839
Saving Graces: The Inspirational Writings of Laura Ingalls Wilder,8234,Laura Ingalls Wilder,4.2,50,7
"La casa de la pradera (Little House, #2)",8226,Laura Ingalls Wilder,4.18,204311,3292
Winter on the Farm,8230,Laura Ingalls Wilder,4.11,360,24
The Great Debate,8232,Thomas L. Tedrow,3.42,66,6
Winter Days in the Big Woods,8227,Laura Ingalls Wilder,4.27,1335,56
Summertime in the Big Woods,8233,Laura Ingalls Wilder,4.16,826,38
Story of Laura Ingalls Wilder: Pioneer Girl,8229,Megan Stine,3.87,76,9
"Dictionary of Dreams: Interpretation and Understanding: 3,500 Interpretations to Understand the True Meaning of Your Dreams",8235,Didier Colin,3.4,5,0
Walnut Grove Story (Laura Ingalls Wilder),8231,William Anderson,4.43,28,1
"The First Four Years (Little House, #9)",8228,Laura Ingalls Wilder,3.88,28476,784
The Persian War (Translations from Greek & Roman Authors),1370,Herodotus,4.04,384,6
The History,1369,Herodotus,3.97,32557,899
The History (Great Minds),1364,Herodotus,3.97,32557,899
The Histories,1366,Herodotus,3.97,32557,899
"Immortal Animal Souls: Joseph Hamilton's Animal Futurity (1877) Together with the Debate Among Karkeek, Spooner, and Manthorp on ""The Future",8484,W. F. Karkeek,0,0,0
The Histories,1367,Herodotus,3.97,32557,899
The Histories,1362,Herodotus,3.97,32556,899
The Histories,1363,Herodotus,3.97,32557,899
The Histories,1365,Herodotus,3.97,32557,899
The Histories ,1368,Herodotus,3.97,32557,899
"Taizhong Xian Di Tu: Fu Fengyuan Shi, Wufeng, Qingshui, Wuqi, Shalu, Dongshi, Dajia Jie Dao Tu",6044,Jing Wei tu shu you xian gong si,0,0,0
Taidong Xian Di Tu: Fu Taidong Shi Di Tu Ji Guan Guang You Lan Ming Sheng,6046,Jing Wei tu shu you xian gong si,0,0,0
Brother Juniper,6051,Diane Gibfried,4.41,27,5
Pingdong Shi Jie Tu: Fu Pingdong Xian Di Tu Ji Guan Guang You Lan Ming Sheng,6045,Jing Wei tu shu you xian gong si,0,0,0
Brother Juniper's Bread Book,6050,Peter Reinhart,4.2,135,12
Configuring Juniper Networks NetScreen & SSG Firewalls,6049,Rob Cameron,3.5,12,1
Juniper,6048,Monica Furlong,4.15,8044,167
"Juniper, Gentian, and Rosemary",6052,Pamela Dean,3.55,406,40
"Piano: An Easy Guide to Reading Music, Playing Your First Piece, Enjoying Your Piano",6208,Chris Coetzee,3.5,2,0
Meet the Friends,9026,Sharla Scannell Whalen,3.25,12,0
Principles of Conservation Biology,7270,Martha J. Groom,3.98,44,3
Dominion,7268,Masamune Shirow,3.77,304,13
Buffalo Coat,7935,Carol Ryrie Brink,4.09,75,24
Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,7271,Elliott A. Norse,4.67,12,2
Essentials of Conservation Biology,7269,Richard B. Primack,3.83,59,3
The Daodejing of Laozi,6447,Lao Tzu,4.32,81959,3264
Ivanhoe,6445,Walter Scott,3.75,72149,1837
Ivanhoe,6444,Walter Scott,3.75,72153,1837
Baby Island,7934,Carol Ryrie Brink,4.04,1531,229
Ivanhoe ,6446,Walter Scott,3.75,72153,1837
Cliffs Notes on Stevenson's Treasure Island and Kidnapped,303,O.L. Mishk,4,2,0
George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda',305,David Kaufmann,3,1,0
Treasure Island,301,Robert Louis Stevenson,3.82,315294,8081
Daniel Deronda Notebooks,306,George Eliot,3.5,2,0
Treasure Island,300,Robert Louis Stevenson,3.82,315283,8081
Treasure Island,297,Robert Louis Stevenson,3.82,315294,8081
Treasure Island,299,Robert Louis Stevenson,3.82,315294,8081
Treasure Island,298,Robert Louis Stevenson,3.82,315294,8081
Daniel Deronda,304,George Eliot,3.82,19371,735
Treasure Island (Great Illustrated Classics),302,Deidre S. Laiken,4.01,2973,99
"Psychopathologie Périnatale: [1ère Journée D'étude, Université De Paris Vii Denis Diderot, 1997]",3336,Moniqe Bydlowski,0,0,0
The Big Oyster: History on the Half Shell,3342,Mark Kurlansky,3.9,2830,342
Creative Correction: Extraordinary Ideas For Everyday Discipline,3806,Lisa Whelchel,3.9,1040,94
The Story of Salt,3340,Mark Kurlansky,4.04,306,72
Cooking Without a Grain of Salt: Helpful Hints and Tasty Recipes for Creating Delicious Low Salt Meals for Your Whole Family,3339,Elma W. Bagg,3.17,18,0
"Suppliant Women, Electra, Heracles",1495,Euripides,4.46,26,4
Boogaloo on 2nd Avenue,3343,Mark Kurlansky,3.13,201,32
Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,3341,Mark Kurlansky,3.99,894,125
Considérations Salutaires Sur Le Désastre De Srebrenica: Essai,3338,Yves Laplace,0,0,0
"Studies In J.D. Salinger: Reviews, Essays & Critiques Of The 'Catcher In The Rye"" And Other Fiction.",7168,Marvin Laser,0,0,0
Am I My Sister's Keeper?,6908,S.  Stephens,3.96,28,1
"The Catcher in the Rye: Innocence Under Pressure (Twayne's Masterwork Studies,  #114)",7169,Sanford Pinsker,3.75,8,1
The Catcher in the Rye,7172,Joy Leavitt,3.94,31,0
"Open Society and Its Enemies, Volume 2: The High Tide of Prophecy: Hegel, Marx, and the Aftermath",9483,Karl R. Popper,4.03,1603,58
The Catcher In The Rye,7170,J.D. Salinger,3.79,2148607,45525
"Within a Budding Grove (In Search of Lost Time, #2)",9484,Marcel Proust,4.4,7184,543
The Best of Ray Bradbury,9633,Ray Bradbury,4.09,274,26
From the Dust Returned,9634,Ray Bradbury,3.76,3664,334
"Witnessing AIDS: Writing, Testimony, and the Work of Mourning",6079,Sarah S. Brophy,3.5,2,0
"Emily of Deep Valley (Deep Valley, #2)",7906,Maud Hart Lovelace,4.23,2533,171
"Baseball Prospectus 2004: Statistics, Analysis and Insight for the Information Age",8692,Baseball Prospectus,4.3,69,2
Baseball Prospectus '97 (Baseball Prospectus),8691,Joe Sheehan,4.5,4,0
"Baseball Prospectus 2005: Statistics, Analysis, and Insight for the Information Age",8690,Baseball Prospectus,4.26,65,1
West Africa,8693,Lonely Planet,3.63,70,6
The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically,623,David Bach,3.71,87,4
The Automatic Millionaire Homeowner,624,David Bach,3.81,1073,76
"Life, the Universe and Everything (Hitchhiker's Guide, #3)",8694,Douglas Adams,4.19,149024,2429
The Automatic Millionaire: A Powerful One Step Plan To Live And Finish Rich,625,David Bach,3.9,10941,524
The Canterbury Tales: Volume III,2704,Geoffrey Chaucer,3.17,42,7
"Creative Sparks: An Index of 150+ Concepts, Images and Exercises to Ignite Your Design Ingenuity",3474,Jim Krause,3.95,95,4
A Walk to Remember,3473,Nicholas Sparks,4.15,561448,11179
Message in a Bottle,3471,Nicholas Sparks,3.95,193504,3779
The Notebook,3472,Nicholas Sparks,4.07,1084253,17385
El Guardián,3468,Nicholas Sparks,4.14,143823,4364
Cirque Du Soleil: The Spark: Igniting the Creative Fire That Lives Within Us All,3470,John U. Bacon,3.76,428,86
Nights in Rodanthe,3469,Nicholas Sparks,3.82,137453,4044
El Cuaderno De Noah,3475,Nicholas Sparks,4.07,1084285,17389
The First World War,8914,John Keegan,4,9834,369
Earth Odyssey: Around the World in Search of Our Environmental Future,1390,Mark Hertsgaard,4.22,254,32
The Last Temptation Of Christ: Its Deception And What You Should Do About It,8743,Erwin W. Lutzer,3,1,0
"Film, Faith, and Cultural Conflict: The Case of Martin Scorsese's the Last Temptation of Christ",8740,Robin Riley,3,3,1
Desert Dawn,8744,Waris Dirie,3.82,2095,87
"The Last Temptation (Tony Hill & Carol Jordan, #3)",8741,Val McDermid,4,5196,299
Desert Children,8746,Waris Dirie,3.68,555,35
Desert Flower,8747,Waris Dirie,4.09,13152,831
The Last Temptation,8742,Nikos Kazantzakis,4.14,9600,600
Nomadentochter,8748,Waris Dirie,3.82,2095,87
Desert Flower,8745,Waris Dirie,4.09,13149,831
"Whipping Star (ConSentiency Universe, #1)",2012,Frank Herbert,3.65,2694,145
Don DeLillo's White Noise (Bloom's Modern Critical Interpretations),401,Harold Bloom,3.65,23,1
Nursing Diagnosis Reference Manual,3477,Sheila M. Sparks Ralph,4.04,23,0
Americana,403,Don DeLillo,3.44,3907,296
Message in a Bottle,3478,Nicholas Sparks,3.95,193497,3778
Icy Sparks,3476,Gwyn Hyman Rubio,3.68,35201,1146
Mao II,402,Don DeLillo,3.68,8100,451
Ratner's Star,405,Don DeLillo,3.5,1548,132
The Second Sex,8497,Simone de Beauvoir,4.1,21469,852
Hailstones and Halibut Bones,8496,Mary O'Neill,4.31,826,110
Running Dog,404,Don DeLillo,3.42,1385,91
Spring Cooking,4489,Bridget  Jones,0,0,0
Investing in REITs: Real Estate Investment Trusts,1283,Ralph L. Block,3.58,98,10
A Cook's Year,4490,Bridget  Jones,0,0,0
Playing the REITs Game: Asia's New Real Estate Investment Trusts,1284,Dominic Whiting,2.5,6,0
Bridget Jones's Guide to Life,4488,Helen Fielding,3.46,1047,29
"Children Are from Heaven: How to Have Strong, Confident Children",1282,John Gray,3.85,775,95
"Men are From Mars, Women are From Venus Low Price CD",1281,John Gray,3.52,131140,4294
Grand Valley Dani: Peaceful Warriors,2261,Karl G. Heider,3.3,40,5
"Men Are From Mars, Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want",1280,John Gray,3.52,131140,4294
Wisdom of the Peaceful Warrior: A Companion to the Book That Changes Lives,2260,Dan Millman,4.06,386,21
The Unexpurgated Code A Complete Manual Of Survival And Manners,4847,J.P. Donleavey,4.12,17,2
Ria Internal Revenue Code July 2006: July Code (Complete Internal Revenue Code July),4848,RIA,0,0,0
Divide And Rule,4471927,L. Sprague de Camp,3.31,32,3
The Summer of a Dormouse,4842,John Mortimer,3.48,77,17
"Wake Up, Dormouse, Santa Claus Is Here",4841,Eleonore Schmid,3.9,10,1
What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry,4844,John Markoff,3.84,749,85
Death of a Dormouse,4840,Patrick Ruell,3.67,201,18
Code Complete,4846,Steve McConnell,4.28,6638,318
Code Complete,4845,Steve McConnell,4.28,6638,318
The Unexpurgated Code: A Complete Manual Of Survival And Manners,1033975,J.P. Donleavy,4.16,225,17
"Plato's ""Phaedrus"": A Defense of a Philosophic Art of Writing",1344,Ronna Burger,3,3,0
Anne of Green Gables,8131,L.M. Montgomery,4.23,540420,14380
Anne of Green Gables,8130,L.M. Montgomery,4.23,540420,14380
Anne of Green Gables,8134,L.M. Montgomery,4.23,540420,14380
"The Green Gables Letters: From L. M. Montgomery to Ephraim Weber, 1905-1909",8138,Wilfrid Eggleston,4.57,7,0
Anne of Green Gables,8132,Paul McCusker,4.35,82,9
Anne of Avonlea (Anne of Green Gables #2),8140,L.M. Montgomery,4.21,109387,3116
"The Road to Yesterday (Anne of Green Gables, #9)",8137,L.M. Montgomery,3.78,3588,231
"The Annotated Anne of Green Gables (Anne of Green Gables, #1)",8133,L.M. Montgomery,4.23,540386,14380
Anne of Avonlea,8139,L.M. Montgomery,4.21,109382,3115
The Great Physician's Rx for Diabetes (Rubin Series),5025,Jordan S. Rubin,2.86,7,1
Seasons of God's Love: The Church Year,5029,Jeanne S. Fogle,0,0,0
Seasons of Charlotte,5028,Robert Inman,0,0,0
7 Pillars of Freedom,5034,Mike Bentley,0,0,0
Four Seasons Cookbook,5031,Bea Smith,0,0,0
Great Lakes Cookery: Heritage Stories and Recipes for the Four Seasons,5030,Bea Smith,3,1,1
Bea's Ramblings Through Seasons and Holidays,5032,Beatrice Heller-Knapp,0,0,0
I Love Saturdays y domingos,5027,Alma Flor Ada,4,485,168
Saturday Night at the Dinosaur Stomp,5026,Carol Diggory Shields,3.9,438,58
7 Pillars of Wisdom,5033,Nate Holcomb,3.88,8,1
How to Talk to Women,1289,Ron Louis,5,5,1
J.K.Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management,1288,Richard Imperiale,0,0,0
How to Succeed with Women,1290,Ron  Louis,3.81,74,12
How to Survive the IRS: My Battles Against Goliath,1294,Michael Louis Minns,3.6,5,2
How to Succeed with Men,1293,David Copeland,3,11,1
Sex Lover's Book of Lists,1291,Ron Louis,4,4,2
Kiowa Trail,1292,Louis L'Amour,3.88,1615,52
"The Clan of the Cave Bear (Earth's Children, #1)",1295,Jean M. Auel,4.02,189414,5217
"The Clan of the Cave Bear (Earth's Children, #1)",1296,Jean M. Auel,4.02,189419,5217
"The Clan of the Cave Bear, Part 1 of 2 (Earth's Children, #1)",1297,Jean M. Auel,4.42,559,33
"At Risk (Winston Garano, #1)",6527,Patricia Cornwell,3.4,10366,642
"Point of Origin (Kay Scarpetta, #9)",6531,Patricia Cornwell,4.02,51490,548
How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,6524,James N. Frey,3.83,1974,152
"Book of the Dead (Kay Scarpetta, #15)",6526,Patricia Cornwell,3.64,23353,1417
En mil pedazos,6525,James Frey,3.62,191079,10913
"Predator (Kay Scarpetta, #14)",6528,Patricia Cornwell,3.67,23911,914
"Trace (Kay Scarpetta, #13)",6530,Patricia Cornwell,3.76,25632,766
"The Last Precinct (Kay Scarpetta, #11)",6533,Patricia Cornwell,3.83,28898,480
New England and the Bavarian Illuminati,4243,Vernon Stauffer,2.56,9,2
GURPS Illuminati: The World is Stranger Than You Think,4244,Nigel Findley,4.03,134,1
Threshold,9279,Ben Mezrich,3.59,85,10
The Smoke Jumper,9282,Nicholas Evans,4.05,26684,698
Reaper,9281,Ben Mezrich,3.47,90,12
The Silver Bullet: The Martini In American Civilization,2434,Lowell Edmunds,4,2,0
Theatrical Space and Historical Place in Sophocles' Oedipus at Colonus,2433,Lowell Edmunds,4,1,0
Fertile Ground,9278,Ben Mezrich,3.47,43,2
"Busting Vegas: A True Story of Monumental Excess, Sex, Love, Violence, and Beating the Odds",9276,Ben Mezrich,3.72,2507,171
Busting Vega$: The Mit Whiz Kid Who Brought the Casinos to Their Knees,9277,Ben Mezrich,3.72,2507,171
Ugly Americans,9280,Ben Mezrich,3.83,3135,150
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,8971,Randy Cerveny,3.21,120,21
Tracing The Decay Of Fictionencounters With A Film By Pat O'neill,2863,Marsha Kinder,4,1,0
Wizard Study Guide Girl With A Pearl Earring (Cambridge Wizard English Student Guides),2870,A.P. di Stephano,0,0,0
Cambridge Wizard Student Guide Girl with a Pearl Earring (Cambridge Wizard English Student Guides),2869,A.P. di Stephano,2.5,2,0
"Battle Angel Alita - Last Order : Guilty Angel, Vol. 07",5071,Yukito Kishiro,4.09,292,3
The Golden Tulip,2868,Rosalind Laker,3.9,926,97
Girl with a Pearl Earring,2864,Tracy Chevalier,3.85,501046,8112
The Girl with a Pearl Earring,2867,Tracy Chevalier,3.85,501046,8112
Girl With a Pearl Earring,2866,Tracy Chevalier,3.85,501046,8112
Girl with a Pearl Earring,2865,Tracy Chevalier,3.85,501013,8112
Burning Bright,2871,Tracy Chevalier,3.34,11069,1231
"The Complete Illustrated Book of Appetizers, Buffets, Finger Food & Party Food: How to Plan the Perfect Celebration with Over 400 Inspiring First Course, Nibbles, Finger Foods, Buffet and Party Dishes",4491,Bridget Jones,4.17,6,0
"The History of Sexuality, Volume 2: The Use of Pleasure",1883,Michel Foucault,4.07,2785,75
A Modest Proposal and Other Satirical Works,2677,Jonathan Swift,4.05,13072,169
The Gulf War Did Not Take Place,1884,Jean Baudrillard,3.63,326,24
Pride and Prejudice,1885,Jane Austen,4.24,2223553,49826
The Making of Pride and Prejudice,1887,Sue Birtwistle,4.42,3585,91
Pride and Prejudice,1888,Jane Austen,4.24,2223661,49830
Pride and Prejudice,1889,Jane Austen,4.24,2223661,49830
The Wealthy Barber:  Everyone's Common Sense Guide To Becoming Financially Independent,2676,David H. Chilton,3.98,5879,297
Pride and Prejudice,1886,Jane Austen,4.24,2223603,49827
Cliffsnotes on Steinbeck's of Mice and Men,891,Susan VanKirk,3.93,40,4
Thomas Jefferson,8506,R.B. Bernstein,3.98,3730,139
The Best of Roald Dahl,6330,Roald Dahl,4.38,5971,406
Dirty Beasts,6332,Roald Dahl,4.02,3918,125
Never Let Me Go,6334,Kazuo Ishiguro,3.8,328488,22292
Never Let Me Go,6335,Kazuo Ishiguro,3.8,328518,22297
